rho_raw,rho_harmonized,n_bounded_configurations,fraction_downstream_gain,fraction_downstream_damage,fraction_boundary,minimum_standardized_gain,p05_standardized_gain,median_standardized_gain,p95_standardized_gain,maximum_standardized_gain,bounded_regime
0.0,0.49,1260,1.0,0.0,0.0,0.9078780487804877,1.0913341463414634,1.4353807272340964,1.7886590958019373,1.9432140309155768,necessarily_helps
0.0,0.5,1260,1.0,0.0,0.0,0.9254878048780487,1.104052355835605,1.44488987517207,1.7948728832757106,1.9472592152199764,necessarily_helps
0.0,0.51,1260,1.0,0.0,0.0,0.9430975609756097,1.1168830153279763,1.455826695371367,1.7999121872456614,1.951304399524376,necessarily_helps
0.0,0.52,1260,1.0,0.0,0.0,0.9607073170731707,1.1324780814404978,1.4662421959095802,1.8053566329392234,1.9553495838287753,necessarily_helps
0.0,0.53,1260,1.0,0.0,0.0,0.9783170731707317,1.1476294546982067,1.47505112960761,1.809694824623471,1.959394768133175,necessarily_helps
0.0,0.54,1260,1.0,0.0,0.0,0.9959268292682927,1.1635184410197172,1.4852219159642321,1.8167481875809568,1.9634399524375745,necessarily_helps
0.0,0.55,1260,1.0,0.0,0.0,1.013536585365854,1.177975780409042,1.495182015340601,1.822086402811975,1.967485136741974,necessarily_helps
0.0,0.56,1260,1.0,0.0,0.0,1.0311463414634148,1.1890945274208984,1.505729081887159,1.827081272063914,1.9715303210463735,necessarily_helps
0.0,0.5700000000000001,1260,1.0,0.0,0.0,1.0487560975609758,1.2034160016937476,1.515692033293698,1.8320761413158533,1.975575505350773,necessarily_helps
0.0,0.58,1260,1.0,0.0,0.0,1.0663658536585365,1.217030550158058,1.5253624139082977,1.8375402102729301,1.9796206896551725,necessarily_helps
0.0,0.59,1260,1.0,0.0,0.0,1.0834878048780487,1.2299881936831745,1.5345479632063075,1.8434460759672908,1.983665873959572,necessarily_helps
0.0,0.6,1260,1.0,0.0,0.0,1.091829268292683,1.2416536364786928,1.5442307692307695,1.8493394549607498,1.9877110582639717,necessarily_helps
0.0,0.61,1260,1.0,0.0,0.0,1.100170731707317,1.2523622513089823,1.5546914675619394,1.8551918742944158,1.991756242568371,necessarily_helps
0.0,0.62,1260,1.0,0.0,0.0,1.1085121951219512,1.2657262812089358,1.5649428069017737,1.8619672105968472,1.9958014268727706,necessarily_helps
0.0,0.63,1260,1.0,0.0,0.0,1.1168536585365854,1.2788532682528488,1.57545989146892,1.8687172042744153,1.9998466111771702,necessarily_helps
0.0,0.64,1260,1.0,0.0,0.0,1.1251951219512195,1.2910541122427166,1.5854322770353646,1.873875971002939,2.00389179548157,necessarily_helps
0.0,0.65,1260,1.0,0.0,0.0,1.1335365853658539,1.3049810947037523,1.5941319857312723,1.878768292682927,2.007936979785969,necessarily_helps
0.0,0.66,1260,1.0,0.0,0.0,1.1418780487804878,1.320660640918884,1.6041817522693658,1.884617073170732,2.0119821640903686,necessarily_helps
0.0,0.67,1260,1.0,0.0,0.0,1.150219512195122,1.3329518353877572,1.6137627190933648,1.8904658536585368,2.0160273483947684,necessarily_helps
0.0,0.68,1260,1.0,0.0,0.0,1.1585609756097561,1.3424193758881702,1.6236168417568524,1.8960196714927962,2.0200725326991678,necessarily_helps
0.0,0.6900000000000001,1260,1.0,0.0,0.0,1.1669024390243903,1.3596606676342526,1.6331463414634149,1.9022880420545862,2.024117717003567,necessarily_helps
0.0,0.7000000000000001,1260,1.0,0.0,0.0,1.1752439024390244,1.3697314949201744,1.6435195936139333,1.9082284505646219,2.028162901307967,necessarily_helps
0.0,0.71,1260,1.0,0.0,0.0,1.1835853658536584,1.383102782399377,1.653568064737399,1.9141658536585369,2.0322080856123663,necessarily_helps
0.0,0.72,1260,1.0,0.0,0.0,1.1919268292682927,1.3951326991676578,1.6620855157722616,1.92079756097561,2.0362532699167657,necessarily_helps
0.0,0.73,1260,1.0,0.0,0.0,1.200268292682927,1.4075316348133757,1.6709953206627992,1.9260072356848434,2.0402984542211655,necessarily_helps
0.0,0.74,1260,1.0,0.0,0.0,1.208609756097561,1.4216346313480563,1.680482070161776,1.932408288482239,2.044343638525565,necessarily_helps
0.0,0.75,1260,1.0,0.0,0.0,1.2169512195121952,1.435604062610826,1.6909936634925131,1.9394246501614638,2.0483888228299643,necessarily_helps
0.0,0.76,1260,1.0,0.0,0.0,1.2252926829268294,1.449148728184022,1.7009410590984275,1.9463601241248059,2.052434007134364,necessarily_helps
