uc_id,day_valid_frac_core,day_valid_frac_ring10_20,night_valid_frac_core,night_valid_frac_ring10_20,retain_day_fullperiod,retain_night_fullperiod,retain_either_fullperiod
9387,0.8950850661625709,0.8752362948960303,0.9291115311909263,0.946124763705104,True,True,True
9388,0.832703213610586,0.8421550094517959,0.7306238185255198,0.7419659735349716,True,True,True
939,0.9924385633270322,0.997164461247637,0.997164461247637,0.998109640831758,True,True,True
9390,0.8156899810964083,0.7873345935727788,0.7429111531190926,0.7145557655954632,True,True,True
9393,0.5189035916824196,0.8005671077504726,0.5302457466918714,0.8081285444234405,True,True,True
9395,0.5992438563327032,0.9253308128544423,0.6153119092627599,0.9366729678638941,True,True,True
9396,0.722117202268431,0.8468809073724007,0.5888468809073724,0.6871455576559546,True,True,True
9397,0.5614366729678639,0.558601134215501,0.5642722117202268,0.5661625708884688,True,True,True
9399,0.8809073724007561,0.9621928166351607,0.9281663516068053,0.9782608695652174,True,True,True
94,0.8034026465028355,0.8837429111531191,0.8185255198487713,0.8922495274102079,True,True,True
9401,0.6398865784499055,0.943289224952741,0.6701323251417769,0.9725897920604915,True,True,True
9403,0.775047258979206,0.9621928166351607,0.8156899810964083,0.9829867674858223,True,True,True
9404,0.666351606805293,0.7920604914933838,0.5066162570888468,0.6332703213610587,True,True,True
9405,0.8695652173913043,0.9310018903591682,0.9073724007561437,0.9621928166351607,True,True,True
9407,0.6550094517958412,0.7712665406427222,0.6587901701323251,0.781663516068053,True,True,True
9409,0.9253308128544423,0.9555765595463138,0.9489603024574669,0.9763705103969754,True,True,True
941,0.8837429111531191,0.9867674858223062,0.9508506616257089,0.9924385633270322,True,True,True
9410,0.8724007561436673,0.77882797731569,0.780718336483932,0.7495274102079396,True,True,True
9411,0.39792060491493386,0.7362948960302458,0.391304347826087,0.7391304347826086,False,False,False
9414,0.5954631379962193,0.665406427221172,0.667296786389414,0.7882797731568998,True,True,True
9417,0.7353497164461248,0.8931947069943289,0.7618147448015122,0.9130434782608695,True,True,True
9419,0.5141776937618148,0.8601134215500945,0.5349716446124764,0.8714555765595463,True,True,True
9420,0.9395085066162571,0.9725897920604915,0.6625708884688091,0.717391304347826,True,True,True
9422,0.5831758034026465,0.7986767485822306,0.5642722117202268,0.7580340264650284,True,True,True
9425,0.8213610586011342,0.9527410207939508,0.8913043478260869,0.9810964083175804,True,True,True
9426,0.6200378071833649,0.7882797731568998,0.5491493383742911,0.6332703213610587,True,True,True
9427,0.8062381852551985,0.9130434782608695,0.8279773156899811,0.9328922495274102,True,True,True
9429,0.9319470699432892,0.9565217391304348,0.9650283553875236,0.9792060491493384,True,True,True
943,0.6379962192816635,0.6398865784499055,0.7986767485822306,0.8449905482041588,True,True,True
9431,0.8998109640831758,0.9565217391304348,0.9385633270321361,0.9848771266540642,True,True,True
9433,0.8034026465028355,0.8686200378071833,0.8752362948960303,0.9262759924385633,True,True,True
9435,0.44896030245746693,0.9621928166351607,0.45085066162570886,0.9678638941398866,False,False,False
944,0.9763705103969754,0.9499054820415879,0.9858223062381852,0.9725897920604915,True,True,True
9440,0.5860113421550095,0.774102079395085,0.7060491493383743,0.8638941398865785,True,True,True
9441,0.7844990548204159,0.9064272211720227,0.8005671077504726,0.9272211720226843,True,True,True
9442,0.7977315689981096,0.9536862003780718,0.554820415879017,0.7069943289224953,True,True,True
